epoch,acc,loss,val_acc,val_loss
90,0.989762750189821,0.11929887885266968,0.9877275314105777,0.1511805593685841
91,0.9897326868782365,0.12002224795713362,0.9883589135943436,0.14089880244938408
92,0.9896396415537996,0.11904094689960995,0.9881601408147437,0.14185492626325352
93,0.9897752244932366,0.11706280612547472,0.9886037463278282,0.1337305253133999
94,0.9898478494550879,0.11778869980140362,0.9883495324239956,0.13588056682601687
95,0.9899745105035269,0.11709137219955314,0.9881988957923228,0.13397005246380184
96,0.9900681807448979,0.113404454110485,0.9885302350089306,0.13434626096815575
97,0.9900777467810432,0.11593489025562422,0.987099148044436,0.1490490287119948
98,0.9900436455446537,0.11529443524921655,0.98838990224628,0.13540739761562798
99,0.9901862083255395,0.11360725565877516,0.9884046660258076,0.13289160150242602
